subscription_id,customer_id,plan_type,monthly_cost,subscription_start_date,subscription_end_date
3e9c7200-7b94-417e-a4c4-ab70ef434836,55,Premium,19.99,2025-01-20,2025-05-06
3f163166-9768-485d-9690-59e2d798eca4,56,Premium,19.99,2023-09-14,
1f9a1896-49ad-4924-bd65-676189a83886,57,Standard,14.99,2024-06-15,
48fe111a-0125-4203-a3a6-a8d8713a6d9d,58,Standard,14.99,2024-08-28,
bc899109-5252-4496-8cd3-1e41ffa72dcc,59,Premium,19.99,2024-12-03,
e3e9aefc-65e7-49e6-b258-1572cd492597,60,Standard,14.99,2025-01-21,
fcbe7353-46fa-4da0-8f8f-a9403f4e8b66,61,Standard,14.99,2023-11-25,
d94589db-c8e8-403e-86e8-54d7f471f6b7,62,Premium,19.99,2024-04-02,
6872b7b8-deb8-4437-ac87-2f447461def3,63,Premium,19.99,2023-09-04,
357a8ac9-3d44-4169-a529-26edd7979a69,64,Premium,19.99,2023-10-25,
978e2920-8d97-4f4b-92bd-11d193023ba2,65,Basic,9.99,2024-08-14,
05f070a0-8e9d-42af-ab7a-dcff4cc109d3,66,Basic,9.99,2023-12-13,
02941cd3-ad09-4dd2-bdf0-ae969a8a80c5,67,Premium,19.99,2024-07-11,
5dfe8087-b78e-4d47-bb99-d07ba068dcde,68,Basic,9.99,2023-10-18,
2b2f8f84-1bb6-450f-9f0c-3a6854f280a9,69,Basic,9.99,2025-02-12,
5cc4c4d7-ac12-40f8-8336-8bf56357465e,70,Basic,9.99,2024-10-11,
fe242f24-2316-488e-b6f8-da1a9341168e,71,Premium,19.99,2023-08-30,
d0088a34-b93a-4af7-80c9-a23f443cae40,72,Basic,9.99,2024-03-08,
23665ffa-1e56-4491-8ef2-6cdbf9156479,73,Basic,9.99,2024-02-18,2025-04-01
0575382a-0d4f-4378-b1bc-a15a3b56dd4f,74,Basic,9.99,2023-11-30,
87d1ff3d-04dd-48da-b94f-da8cc954f127,75,Standard,14.99,2023-09-26,
9876137f-266c-4a76-82f1-7ab0bec08bac,76,Standard,14.99,2024-05-18,2025-07-14
676bcc1d-fe79-421a-a73e-42d454c43846,77,Premium,19.99,2024-06-19,
ee7c5534-e1fe-45ec-83d1-77e3247a9344,78,Premium,19.99,2024-09-21,2025-07-09
5af56f3b-cbe2-46f0-87dc-21cddd2910fd,79,Premium,19.99,2023-11-03,2025-04-21
bd937f22-f84a-4971-8535-347fca8c17fa,80,Basic,9.99,2024-03-13,
1b01063a-bf27-4dba-95ef-fe0c7bee0f8c,81,Premium,19.99,2025-01-27,
5c5261d1-22e4-4a3c-bc4a-bf45bfd0f890,82,Basic,9.99,2023-12-06,
c1002df3-3b70-4017-b67c-52cdcb1117bd,83,Standard,14.99,2023-11-02,
5d24406a-037a-48ae-8183-7645d617b297,84,Basic,9.99,2024-09-01,
759f2ba2-0769-4ad1-bc8a-f858ccee6f45,85,Standard,14.99,2024-09-15,
8d5d50ed-ab54-4f88-9407-f259586658cc,86,Standard,14.99,2024-01-01,
5c74888c-fc99-46ce-a038-d7e8c978561c,87,Premium,19.99,2024-07-18,
cf77c97e-9400-4f66-9388-a203fd7d167e,88,Basic,9.99,2024-08-27,2025-06-20
9184334c-68f3-4b33-92ea-ef93ee95245f,89,Basic,9.99,2024-03-08,
73c35afe-73dc-4159-bf05-dde7e937248f,90,Standard,14.99,2024-12-20,
550ddd38-1db3-4a25-a0e4-0884e7045be5,91,Basic,9.99,2024-09-01,
a0174bb7-2d36-4f8a-a9ef-7a2687b3cb1e,92,Standard,14.99,2024-09-07,
d971dcf6-33a5-4e75-a7a5-1e115f8fbb99,93,Standard,14.99,2024-03-27,
7756c545-33d6-46d3-8d28-5cca17a38325,94,Basic,9.99,2023-12-10,
29e57b6a-8a35-4989-af39-5ced1ff83f95,95,Standard,14.99,2024-01-25,
5cbfc42e-19be-495e-b8a6-dab2660aab68,96,Premium,19.99,2024-05-24,
5db4b952-1b7e-4c0a-b086-6a66ff4b216a,97,Standard,14.99,2025-01-03,
1030992f-7810-43cc-9e11-f22503c8fdf2,98,Standard,14.99,2023-09-26,
7535988a-0c0a-45fe-ac43-58f5f777f239,99,Premium,19.99,2024-11-24,
a2466a78-82cd-478a-810e-f4bfde3bcdb2,100,Standard,14.99,2025-01-30,
12eeab82-d337-4086-ba4e-12fa5e41ca75,101,Basic,9.99,2025-02-02,
8fbcc48e-b870-4a8d-8415-9ae03bc70b37,102,Basic,9.99,2024-08-07,
b01fa866-1a51-4946-b01f-6fe0e8e4a8e8,103,Basic,9.99,2024-01-22,
6792268a-7ec8-476f-b1d0-5b32278934ad,104,Standard,14.99,2024-05-15,
1e04e8b7-c754-4541-9f64-c71fef8f6f55,105,Basic,9.99,2024-06-11,
d0baf0cd-530d-4a66-b2d3-b6a1afac09ca,106,Basic,9.99,2024-08-18,
712d284d-b868-41d2-aff4-b19e748bb470,107,Standard,14.99,2024-12-05,
3dd97bd4-6f09-4735-9052-6000e0b57ab8,108,Basic,9.99,2024-10-11,
217f60ac-1143-4cf2-a9e9-6cd2df62bd0f,109,Premium,19.99,2024-10-08,
325d1465-bbc2-4f33-a645-c48c4d2e4518,110,Basic,9.99,2023-11-06,
5a7d5323-a8e9-4039-b810-ba970c7a0577,111,Premium,19.99,2024-08-03,
ccf78ed8-7503-431c-98a8-705feffd4c6b,112,Basic,9.99,2024-10-05,
0fd08d40-a151-4395-b3fb-2371b5d6ccd1,113,Basic,9.99,2023-11-20,2025-03-31
4ad112e7-307e-4683-896e-a04691bc71e0,114,Basic,9.99,2024-09-12,
fe1503d6-3996-4823-a85d-c22c8d5f0ce9,115,Standard,14.99,2025-01-25,2025-05-11
b93d42fe-59cb-4fb2-9e76-8924902248e3,116,Basic,9.99,2024-02-27,
d40b9a54-27be-4a7e-b007-92930bc822cb,117,Standard,14.99,2024-01-11,
571c4275-4e92-4b15-9f21-26648f22fcf6,118,Basic,9.99,2025-02-12,
b49e65cf-828c-44f3-a32d-ce16f33dc6ff,119,Premium,19.99,2024-04-30,2025-06-17
47d8ce1f-7044-4ee0-b4e6-29f1542098a1,120,Premium,19.99,2023-12-28,
62efd101-a57b-463c-be96-fbb05ca7ccfb,121,Basic,9.99,2024-02-17,
002f5db2-9c8c-4ab1-bd4d-763d7ea2928b,122,Standard,14.99,2024-07-17,
30b9a634-2586-45c3-ba42-abe7f6e08e06,123,Basic,9.99,2024-03-31,
55cb9eca-9041-4b7b-841c-3f18a2419acc,124,Standard,14.99,2023-11-25,2025-06-21
a800ad0f-5bef-4d06-b2e7-38be00218df9,125,Premium,19.99,2024-06-14,
961d8968-fcef-4581-aaf8-0f3058b5a772,126,Premium,19.99,2024-06-21,
2f53356c-3d97-4ebd-af4f-d8fe95cb576b,127,Premium,19.99,2024-02-13,2025-04-19
d25b104c-dc0a-4aaa-a9fe-2a87f9f4cf3e,128,Standard,14.99,2024-12-02,2025-04-27
269857dc-0ba4-443a-8e38-e3a6503897c0,129,Standard,14.99,2024-04-27,2025-04-07
2bb9c12e-631d-45b0-8ea3-7c73e1341415,130,Basic,9.99,2024-08-06,
0d1b0ab3-3efc-46f4-be00-dc296b41fcab,131,Premium,19.99,2024-07-10,
6bc3e5e3-b037-4607-a2ce-dc541e02c7d8,132,Premium,19.99,2024-05-28,2025-05-08
5cec9d5d-ccb4-48c0-97a9-82112be3e62d,133,Basic,9.99,2024-04-14,
c30b6706-2871-4b65-b002-6f5afb25f9bd,134,Standard,14.99,2025-01-02,
0a6dda15-0537-484f-b323-7a0eddd1c90f,135,Standard,14.99,2023-11-16,
d0bb8803-cbbd-4c83-b69a-5e6c488cd774,136,Premium,19.99,2024-09-08,
9d064975-2cea-4351-93e3-718712d82183,137,Standard,14.99,2024-11-26,
83e931c3-bab3-43cc-9045-eadb176ab9ed,138,Premium,19.99,2024-06-26,2025-06-03
a20ba8a2-aaa7-467e-a826-c05883af3042,139,Premium,19.99,2023-09-29,
cad85652-5b1c-4625-8f9c-4b0fc479e840,140,Basic,9.99,2023-09-09,
d3736b35-4644-499d-acba-409e3609a17b,141,Premium,19.99,2024-12-01,2025-07-09
02e607a0-92fc-4fa9-bde6-86ae5cee0335,142,Basic,9.99,2023-11-12,
1a4d6f4c-8374-4648-88d8-c5e95214ec10,143,Basic,9.99,2024-09-17,
f01664e4-3e1c-4748-b433-dfbcdbb021e4,144,Premium,19.99,2024-08-05,
e4888e1c-37de-4a59-ae02-5f704623c4e2,145,Basic,9.99,2025-01-20,
19be909a-b821-4c58-a1b7-e7cf7229fd75,146,Standard,14.99,2024-01-11,
41702048-fa1d-4416-865a-d1398f2fb4f9,147,Standard,14.99,2023-10-24,
06213020-251f-49c5-9af6-df65c95de5ac,148,Basic,9.99,2024-05-08,
546533a8-2b5b-4117-a862-a248f0029df2,149,Premium,19.99,2023-12-18,
b5e3c263-f150-402c-936c-8f3bdd069978,150,Premium,19.99,2024-04-16,2025-07-02
2e82fb41-6683-413b-9134-8297ebdde824,151,Standard,14.99,2024-05-26,
5b42bd9f-7908-4d1e-89a4-6cd34d76eca4,152,Basic,9.99,2024-08-19,
0305dbb0-0f19-4c94-b42a-86a650188d02,153,Standard,14.99,2024-04-08,
47838e6e-6cec-4ac9-b8ca-340878fc35cc,154,Standard,14.99,2024-05-31,2025-05-09
0b2e4cee-aa99-4db6-b30a-d9d4ec4af7cf,155,Standard,14.99,2024-11-27,
2cfa5eb4-0192-4549-a833-b5b5287ddb62,156,Premium,19.99,2023-12-01,
331d1acb-c9e7-462b-8d05-1258f284a767,157,Premium,19.99,2024-02-09,2025-05-04
ab243dad-c51f-4b16-a586-9e6da905ac56,158,Basic,9.99,2024-01-30,
b75cd8bc-34e4-4e51-9b76-71178c0f37d2,159,Basic,9.99,2024-06-27,2025-05-08
16ed4031-71ca-4f26-abe5-3d998f37ab25,160,Premium,19.99,2024-09-14,
454621f0-c90f-4b94-a914-4f96109aa49e,161,Standard,14.99,2023-08-31,
a4aa72e5-2acc-4129-938e-c328f59b13fc,162,Standard,14.99,2024-05-04,2025-05-01
6fe5bf26-7167-4498-9d93-746622f6ddc2,163,Basic,9.99,2024-02-13,
6c6d5d68-4b17-4d8a-bac1-d02562c0d819,164,Basic,9.99,2024-10-21,
d86b866f-51a7-4f12-b30f-0a09655ae6aa,165,Premium,19.99,2024-06-03,
8bf8b9a6-f724-4a0b-a695-e02106f8292d,166,Basic,9.99,2024-03-24,2025-05-19
75f33f0c-6a92-4545-b0ea-9e7705459187,167,Standard,14.99,2024-05-15,
dd1649d2-cc1c-478e-9aba-370077ec8396,168,Premium,19.99,2024-09-04,
0c2491cf-f944-4745-937e-a305bd8c8e7c,169,Premium,19.99,2024-09-17,
fb442fc7-4d1b-4bc8-a2c1-e130131c7f85,170,Basic,9.99,2024-10-08,
e15319ab-1f7b-4b9e-b12d-5b28664b61a3,171,Premium,19.99,2024-06-20,
d83cc66b-b760-458b-a679-e7fbb8ec72a2,172,Basic,9.99,2024-07-04,
1c450899-2ef0-435b-99d9-0c0e8f5c7c02,173,Standard,14.99,2024-12-26,
8e3c0c90-731e-462f-93e2-2b56b8355cbd,174,Basic,9.99,2025-01-04,
b9799349-99fa-48ff-9ed0-d113d492a80f,175,Basic,9.99,2024-05-29,
a4ad222f-5636-40af-8070-2e975f0cec2e,176,Basic,9.99,2024-08-22,
16648b7a-5a30-4d50-bfbe-437fe95d24d2,177,Premium,19.99,2024-06-28,2025-06-25
08e9a819-7b2f-4e55-954e-820236a30a51,178,Standard,14.99,2023-11-24,
9279c5ae-9d6e-4771-8fd0-b275ad2d9020,179,Standard,14.99,2024-12-02,2025-06-21
46f3d05a-aaf7-48f7-bccf-6650e638c736,180,Standard,14.99,2023-11-11,
ba1da95e-e7f5-4207-883c-02bb515e3ecc,181,Standard,14.99,2024-02-04,
9b8dce1f-6d7f-4b23-b782-fc4d1e95a404,182,Basic,9.99,2024-06-26,
83a0354e-0096-45fb-b33c-165f72261942,183,Standard,14.99,2025-01-30,2025-06-19
b7d00457-12bd-48d8-9b28-70c878f2a002,184,Basic,9.99,2025-02-08,
36b2098d-2ceb-44c9-b3e4-26183bf03660,185,Standard,14.99,2024-10-31,2025-05-31
d999f343-6c68-4faf-ab13-6d815ee2d090,186,Premium,19.99,2023-10-13,2025-05-17
e78e4616-01d5-4471-bb88-ae6b93431e5c,187,Premium,19.99,2023-12-02,
61c6d1b9-e6bd-44aa-be44-6742fb5abd8e,188,Basic,9.99,2025-01-14,
9573796c-5e49-4f06-9fe6-d15d72bc218c,189,Standard,14.99,2024-02-10,
79d336b0-1e5b-462f-b424-14c31f4a9dd7,190,Premium,19.99,2024-10-17,
d39292e2-3618-48be-9dc9-1b10ce48041b,191,Standard,14.99,2024-12-16,
957bad41-a71e-4317-a828-8d9a10f7c7a2,192,Premium,19.99,2023-10-14,
f7178bb7-621a-4999-9dcf-cb3536646e41,193,Standard,14.99,2023-11-25,
38563794-64a5-4b5b-88aa-e290fe5d9ba4,194,Basic,9.99,2023-09-28,
c1c669a8-947e-4696-a8d4-22540b7a5447,195,Premium,19.99,2023-09-21,
6a664082-8982-4572-bcd9-71d515f28cfd,196,Standard,14.99,2023-12-13,2025-04-06
6a53ad6c-0808-4817-8865-cba7192c44a2,197,Premium,19.99,2024-09-05,2025-04-18
ddcb3931-5809-4477-8580-96a10a8dce54,198,Standard,14.99,2024-09-27,
04c13c7a-a2b8-4a69-87bf-215643a3240f,199,Premium,19.99,2023-10-28,
0836c506-1db4-4f2b-b602-667bbb4aade8,200,Premium,19.99,2024-11-30,
f096b3d8-0f39-4425-b204-fab03877475e,201,Premium,19.99,2024-05-09,2025-04-22
61e8de9d-7266-466f-8912-03d463a267e1,202,Standard,14.99,2024-09-27,
91bb65c0-70d7-4899-8d57-436e8340c773,203,Basic,9.99,2024-08-13,
561b63cd-fd9c-45f2-a83e-c688276e9673,204,Premium,19.99,2024-03-29,
2af1128a-84a7-4321-83d0-393ca028b890,205,Basic,9.99,2025-01-22,
280abdb7-29e5-4ff8-b844-7be25d09654a,206,Standard,14.99,2024-09-26,
edc42a9b-7572-4c24-84f4-a3b43e7b4178,207,Premium,19.99,2024-05-22,
c3a95dfb-ae4f-40fb-a48e-b78117be1d3e,208,Premium,19.99,2024-05-29,
979613e5-9afd-4693-81ff-081b64eb4a69,209,Standard,14.99,2024-02-25,2025-05-24
bbb4c56d-a922-46e5-958d-b7318eae7337,210,Premium,19.99,2023-09-23,2025-07-20
c46b14af-0c29-4ede-9aff-99091d98543c,211,Standard,14.99,2024-06-10,
f692d8af-36d8-414b-804e-5800198e299f,212,Basic,9.99,2024-07-17,
2cedfcd4-742e-4e70-960f-94c9999f19c2,213,Basic,9.99,2024-09-27,
e9d8c97a-62f3-4662-9b2d-1b3c41fd9077,214,Standard,14.99,2023-12-05,2025-06-12
5c1d4cbd-3b1a-4e77-8669-ae032ae7ab06,215,Basic,9.99,2024-03-15,
298218db-ac56-41b4-a25d-ab399ffee08e,216,Premium,19.99,2025-02-16,
1cf00a91-4dba-4893-8658-014d86771e25,217,Standard,14.99,2023-10-04,2025-05-15
4e6c517d-3821-44a5-8ded-4fe72b6134fd,218,Premium,19.99,2024-02-15,2025-04-13
70a67f90-c19f-4133-bcbc-313934cba4c2,219,Premium,19.99,2024-08-06,
38144cd4-2b0a-4d5f-acfb-60e380fb4866,220,Standard,14.99,2024-01-17,
4a5078d9-43df-456c-b688-f03393da2d5c,221,Standard,14.99,2024-07-27,2025-06-30
f1d3ab5d-6bbe-4774-bce1-f4c7a81a7f9c,222,Standard,14.99,2023-12-28,2025-03-23
4170cbe8-fe6a-4230-971b-0005d73dd43e,223,Premium,19.99,2024-10-09,
478f554d-7390-4968-8c6b-48e05da6ba63,224,Premium,19.99,2024-05-20,2025-07-04
5fd5196f-18ef-4e82-8080-4891d0c986c0,225,Premium,19.99,2023-12-11,
b16e0eff-9f07-4574-87c2-201a6fdc48f8,226,Standard,14.99,2024-01-24,
652e4f1d-d077-441d-bccf-7a11e5b4ca3f,227,Standard,14.99,2024-02-23,
ede612b7-7aaf-4886-8672-6bc0ee789cbb,228,Standard,14.99,2024-02-04,
e2336a14-2c4f-4826-bf75-1245785c5b48,229,Premium,19.99,2024-09-29,2025-05-08
0f7c991f-5637-4e37-a89f-ca15eb302b6e,230,Standard,14.99,2023-12-04,
ae4834fe-d7c6-45ca-9273-abc2410f0d0b,231,Basic,9.99,2023-11-13,
bbae6b34-7e1d-45e8-864a-aaecd1bb7ecf,232,Premium,19.99,2024-09-19,
61865f49-5556-403b-a69e-160e802977cc,233,Basic,9.99,2024-02-05,
6252c176-7828-4f7c-8a09-9b57b81bb4dd,234,Standard,14.99,2024-08-17,
52e81c74-e567-4b70-bbe1-012b767b431b,235,Premium,19.99,2023-08-28,2025-05-19
261a8245-9661-4d0b-8ba3-91b3440e4e9b,236,Premium,19.99,2024-04-06,
1c10ca64-2c98-4374-8627-6b73ec400741,237,Basic,9.99,2025-01-23,2025-04-28
e096a031-fc12-47b6-8511-9ff5aae47fe6,238,Premium,19.99,2023-09-23,2025-07-10
bac9ac70-f2fc-4313-acbd-3cf6c6ea9b3e,239,Premium,19.99,2023-10-22,
d75ab857-e6e5-4a07-9cad-c2cdbbeb4b71,240,Standard,14.99,2024-03-23,
cd7439eb-1cb6-44ac-97e4-b182f8995f19,241,Standard,14.99,2023-11-04,
06913164-0878-4362-877c-d9c2e75b949b,242,Basic,9.99,2023-12-03,
6f7008c9-53ad-4a46-b62e-d5ca944c7425,243,Premium,19.99,2024-08-14,2025-04-07
f3664cfc-dcef-4d5f-b621-9076004cf3aa,244,Basic,9.99,2024-02-09,
18dd84f5-f78a-43b5-bf25-938b2104880f,245,Standard,14.99,2023-10-14,
77d9bfe1-17dc-4e09-ac73-f996911d3270,246,Standard,14.99,2024-11-29,
8c57dd65-483b-4237-a800-dd5df8ecd7a6,247,Premium,19.99,2024-12-17,
0241dcfb-94ea-4b2c-ab52-d44f43bb81e2,248,Basic,9.99,2024-08-10,
603ca9f1-191e-46c4-827e-4b48b75988f3,249,Premium,19.99,2023-08-30,
9d6472d6-22ad-43d8-b50a-10cedc71bc9a,250,Premium,19.99,2024-04-15,2025-05-10
d130d669-45e8-44b2-b503-b6f939e1d0da,251,Standard,14.99,2023-12-11,
5076eb89-a0ae-4d7b-b41f-0d56f05b4afa,252,Premium,19.99,2024-12-22,
71f26015-4dcb-43b6-9a82-a9984bc4abb8,253,Basic,9.99,2023-11-12,
b122ab04-c739-4067-8a1a-f677eb7571f3,254,Standard,14.99,2024-06-12,2025-05-27
0e961215-de10-4ae4-b526-5c0bff8785db,255,Basic,9.99,2024-07-06,
2d713fd4-b5c5-4c46-8bfa-17e57122aec6,256,Standard,14.99,2023-12-23,
4c65a939-4068-4984-9a50-297e8228884c,257,Standard,14.99,2024-08-24,
e44bce7a-7cf7-4e79-b1a2-30c2d892a9ee,258,Premium,19.99,2024-01-27,2025-07-14
30df04f3-cec8-4a6c-a0a7-3cff56e4f41a,259,Premium,19.99,2024-06-12,
afd3e6ce-3c26-4dd9-938c-71616f79dc8f,260,Standard,14.99,2024-05-07,2025-06-27
c0794c9d-5ff9-4ee7-8f33-4613b6c590d5,261,Basic,9.99,2024-10-14,
78353965-0e7c-4118-85b5-503e39990aad,262,Basic,9.99,2023-09-17,
891cc8ab-5ddd-4b41-b364-73f54553d41f,263,Premium,19.99,2024-08-22,2025-06-20
b7c0658a-6948-4969-bd16-38cf9ad75e7f,264,Basic,9.99,2024-09-08,
e72fa038-45e8-44d2-81bb-3a9e21521da2,265,Basic,9.99,2024-10-22,
d10b5faa-fc59-4ca6-8d5b-d6120b654c3a,266,Premium,19.99,2023-09-28,
d543b8c0-24a7-4d77-868b-558773c9c829,267,Standard,14.99,2024-07-20,
3cec3915-4293-42a3-88b0-709f7439718b,268,Premium,19.99,2024-10-20,
f13068ee-8ef2-49a4-897a-130315509340,269,Premium,19.99,2024-03-17,2025-04-08
1232ab92-93d1-47f2-8509-6f3eac0df607,270,Basic,9.99,2025-02-02,
da9b6ce5-968c-4c46-a7e9-75875cfa3f5d,271,Standard,14.99,2024-11-24,
4506ea6c-302a-48e1-98c2-ef2880d4d4b0,272,Premium,19.99,2024-09-26,
0986ca8f-5cff-42e6-8825-852084885145,273,Standard,14.99,2024-12-01,
30561661-a885-459c-8fc2-4d5ce6660ddd,274,Basic,9.99,2024-11-01,
564e67be-9d89-49f0-ae53-3f11766e8f29,275,Basic,9.99,2023-11-09,
4266e1a8-2950-4e59-943e-042aae7f07ed,276,Standard,14.99,2023-12-20,
0f712427-c43a-4ecb-906d-9cb71082c5fe,277,Premium,19.99,2024-04-02,2025-04-19
b83f4fca-956e-48c3-a9f7-fdaf8375287b,278,Basic,9.99,2024-10-24,
69a7e2ff-5f76-4430-b797-feafd135c0c9,279,Basic,9.99,2023-12-04,2025-03-22
5a2ff470-379c-4ac6-ba8f-5935fc4a381e,280,Basic,9.99,2023-10-26,
a671e348-cc69-40ba-a3f0-9dce4ec1f389,281,Premium,19.99,2024-08-21,
eeb5f5ee-7b0f-4aa7-85c1-1d5dfe851457,282,Basic,9.99,2023-11-02,
fa26c5ba-d2e6-4008-87cf-dae314c48c0d,283,Standard,14.99,2024-11-24,
c7aa73e1-89f7-42c6-84e0-07ec628c61fd,284,Premium,19.99,2024-05-22,
71578e6f-1863-4922-a839-eb8af25626dd,285,Basic,9.99,2025-02-14,
dbfce8a0-5ced-4043-b3b6-24a3a2452b6d,286,Standard,14.99,2024-10-14,
51b27d08-88c1-4403-8a84-8037128fd505,287,Premium,19.99,2023-12-24,
97d58c7e-8cd0-4258-ae98-9351485a33b2,288,Standard,14.99,2024-05-08,
4486f85d-4db3-4a00-81cb-c3e254d22977,289,Standard,14.99,2023-09-02,
ae0aa7ed-923d-4c0c-b27a-8d0ceb4b4856,290,Basic,9.99,2024-07-24,
91c7b8d6-8cb8-4242-a8e6-aa0785eeff04,291,Basic,9.99,2024-08-12,
f7771d9f-f006-4399-a33d-e199ffd3bc0b,292,Premium,19.99,2024-12-25,
449d8be4-0a91-4634-a679-c8b1a1975c41,293,Premium,19.99,2025-01-28,
b99bfb2d-a8f0-4380-aed4-b01e25d06122,294,Standard,14.99,2024-10-02,2025-05-20
4ea10003-b13b-4c4a-8d11-6d14cba4ed30,295,Basic,9.99,2024-12-28,2025-04-11
0c7e79e1-4f84-4a51-beb5-e5b9e6511239,296,Standard,14.99,2024-01-12,
fcb080dd-4251-4aa1-9cec-f183c75ea5e9,297,Basic,9.99,2024-02-26,
