customer_id,age,country,gender,is_churned,join_date,churn_date
209,23,Gambia,Non-binary,1,25-02-2024,24-05-2025
210,19,South Georgia and the South Sandwich Islands,Non-binary,1,23-09-2023,20-07-2025
211,49,Croatia,Male,0,10-06-2024,
212,21,Antigua and Barbuda,Female,0,17-07-2024,
213,27,Netherlands Antilles,Non-binary,0,27-09-2024,
214,34,Palau,Male,1,05-12-2023,12-06-2025
215,56,Iran,Female,0,15-03-2024,
216,35,Canada,Male,0,16-02-2025,
217,19,Aruba,Female,1,04-10-2023,15-05-2025
218,28,Luxembourg,Non-binary,1,15-02-2024,13-04-2025
219,59,Aruba,Female,0,06-08-2024,
220,39,Panama,Female,0,17-01-2024,
221,38,Angola,Female,1,27-07-2024,30-06-2025
222,48,Luxembourg,Non-binary,1,28-12-2023,23-03-2025
223,40,Morocco,Non-binary,0,09-10-2024,
224,44,Nicaragua,Female,1,20-05-2024,04-07-2025
225,63,Latvia,Female,0,11-12-2023,
226,32,Cambodia,Non-binary,0,24-01-2024,
227,18,Eritrea,Female,0,23-02-2024,
228,61,Guernsey,Female,0,04-02-2024,
229,55,Namibia,Non-binary,1,29-09-2024,08-05-2025
230,63,Russian Federation,Non-binary,0,04-12-2023,
231,63,Norfolk Island,Female,0,13-11-2023,
232,51,Andorra,Female,0,19-09-2024,
233,64,Western Sahara,Female,0,05-02-2024,
234,26,Kyrgyz Republic,Male,0,17-08-2024,
235,21,Vanuatu,Male,1,28-08-2023,19-05-2025
236,26,Oman,Non-binary,0,06-04-2024,
237,65,Cape Verde,Male,1,23-01-2025,28-04-2025
238,35,Venezuela,Non-binary,1,23-09-2023,10-07-2025
239,55,Saudi Arabia,Male,0,22-10-2023,
240,44,Kazakhstan,Male,0,23-03-2024,
241,35,New Zealand,Female,0,04-11-2023,
242,60,Guyana,Female,0,03-12-2023,
243,64,Vietnam,Male,1,14-08-2024,07-04-2025
244,37,Hungary,Male,0,09-02-2024,
245,39,Turkmenistan,Female,0,14-10-2023,
246,57,Luxembourg,Non-binary,0,29-11-2024,
247,22,Slovenia,Female,0,17-12-2024,
248,24,Netherlands,Male,0,10-08-2024,
249,48,Kenya,Non-binary,0,30-08-2023,
250,38,Niger,Male,1,15-04-2024,10-05-2025
251,37,Uruguay,Male,0,11-12-2023,
252,31,Svalbard & Jan Mayen Islands,Male,0,22-12-2024,
253,65,Sweden,Male,0,12-11-2023,
254,55,Canada,Non-binary,1,12-06-2024,27-05-2025
255,64,Chile,Non-binary,0,06-07-2024,
256,43,Aruba,Male,0,23-12-2023,
257,32,Chile,Non-binary,0,24-08-2024,
258,64,Estonia,Non-binary,1,27-01-2024,14-07-2025
259,24,Senegal,Non-binary,0,12-06-2024,
260,24,Kenya,Non-binary,1,07-05-2024,27-06-2025
261,33,French Polynesia,Male,0,14-10-2024,
262,38,Malta,Male,0,17-09-2023,
263,33,Benin,Female,1,22-08-2024,20-06-2025
264,,Mayotte,Female,0,08-09-2024,
265,56,Botswana,Female,0,22-10-2024,
266,35,Luxembourg,Female,0,28-09-2023,
267,39,Lesotho,Non-binary,0,20-07-2024,
268,19,Slovenia,Non-binary,0,20-10-2024,
269,63,Poland,Female,1,17-03-2024,08-04-2025
270,40,Georgia,Female,0,02-02-2025,
271,48,Andorra,Male,0,24-11-2024,
272,58,Ukraine,Non-binary,0,26-09-2024,
273,27,Bolivia,Non-binary,0,01-12-2024,
274,43,United Kingdom,Non-binary,0,01-11-2024,
275,62,Saint Helena,Female,0,09-11-2023,
276,19,Singapore,Female,0,20-12-2023,
277,62,Germany,Non-binary,1,02-04-2024,19-04-2025
278,18,Kazakhstan,Female,0,24-10-2024,
279,30,Canada,Female,1,04-12-2023,22-03-2025
280,32,Dominican Republic,Female,0,26-10-2023,
281,36,Estonia,Male,0,21-08-2024,
282,19,San Marino,Female,0,02-11-2023,
283,56,Panama,Female,0,24-11-2024,
284,18,Jordan,Male,0,22-05-2024,
285,44,Tonga,Non-binary,0,14-02-2025,
286,49,Trinidad and Tobago,Male,0,14-10-2024,
287,23,Madagascar,Female,0,24-12-2023,
288,45,Brazil,Male,0,08-05-2024,
289,65,Somalia,Female,0,02-09-2023,
290,53,Pitcairn Islands,Female,0,24-07-2024,
291,51,San Marino,Female,0,12-08-2024,
292,60,Singapore,Female,0,25-12-2024,
293,32,United States Minor Outlying Islands,Non-binary,0,28-01-2025,
294,47,Malaysia,Male,1,02-10-2024,20-05-2025
295,53,Croatia,Non-binary,1,28-12-2024,11-04-2025
296,20,Guadeloupe,Male,0,12-01-2024,
297,50,Rwanda,Female,0,26-02-2024,
298,39,Bouvet Island (Bouvetoya),Female,1,12-06-2024,19-06-2025
299,27,Russian Federation,Non-binary,0,26-03-2024,
300,29,Colombia,Non-binary,0,05-05-2024,
301,30,Falkland Islands (Malvinas),Non-binary,0,26-08-2024,
302,47,South Africa,Male,0,31-08-2023,
303,37,Uruguay,Non-binary,0,27-10-2023,
304,30,Saint Pierre and Miquelon,Male,1,16-02-2025,11-07-2025
305,19,India,Male,0,22-03-2024,
306,22,Togo,Male,0,26-08-2023,
307,63,Nepal,Non-binary,1,23-11-2023,16-04-2025
308,44,Monaco,Male,0,01-07-2024,
309,21,New Caledonia,Non-binary,0,07-01-2025,
310,40,Vanuatu,Non-binary,0,06-06-2024,
311,45,Bahamas,Non-binary,0,13-02-2024,
312,51,Guam,Female,0,26-04-2024,
313,33,Lesotho,Female,1,15-02-2024,19-06-2025
314,53,Korea,Female,1,10-02-2024,08-05-2025
315,59,Jersey,Female,0,28-07-2024,
316,57,Colombia,Non-binary,0,18-08-2024,
317,48,Tuvalu,Female,1,22-07-2024,07-05-2025
318,65,Honduras,Non-binary,0,04-11-2023,
319,56,Oman,Male,0,17-06-2024,
320,35,Cocos (Keeling) Islands,Non-binary,0,30-10-2023,
321,22,Kyrgyz Republic,Non-binary,1,21-07-2024,07-05-2025
322,39,Northern Mariana Islands,Male,0,06-11-2024,
323,53,Afghanistan,Male,0,03-10-2023,
324,41,Serbia,Female,0,22-01-2025,
325,57,Canada,Female,1,17-12-2023,01-04-2025
326,57,Kazakhstan,Non-binary,0,20-11-2023,
327,20,Mali,Non-binary,0,31-07-2024,
328,42,Israel,Male,0,10-10-2023,
329,51,South Africa,Female,0,16-07-2024,
330,60,Afghanistan,Male,0,01-03-2024,
331,28,Russian Federation,Non-binary,1,03-06-2024,05-06-2025
332,33,Puerto Rico,Male,0,25-12-2024,
333,25,Sri Lanka,Male,0,28-03-2024,
334,44,Greenland,Female,0,31-12-2023,
335,49,Montenegro,Female,0,21-08-2024,
336,57,Colombia,Male,0,31-07-2024,
337,18,Jamaica,Male,0,13-09-2023,
338,27,Timor-Leste,Male,0,18-02-2024,
339,40,Martinique,Non-binary,0,06-07-2024,
340,20,Philippines,Male,1,05-08-2024,03-07-2025
341,35,Monaco,Female,0,14-12-2024,
342,65,Portugal,Female,1,25-09-2023,13-07-2025
343,65,Senegal,Male,0,19-02-2024,
344,27,Cyprus,Female,1,03-01-2025,18-05-2025
345,57,Cayman Islands,Non-binary,0,12-05-2024,
346,62,United States Virgin Islands,Non-binary,1,01-10-2024,28-04-2025
347,,Congo,Non-binary,0,28-01-2024,
348,58,American Samoa,Male,0,27-12-2023,
349,27,Macao,Non-binary,0,08-03-2024,
350,45,Antigua and Barbuda,Male,0,29-03-2024,
351,50,Saint Barthelemy,Non-binary,1,02-12-2023,20-07-2025
352,42,Turkey,Male,0,31-07-2024,
353,62,Slovenia,Female,0,12-07-2024,
354,18,Lao People's Democratic Republic,Non-binary,0,12-06-2024,
355,37,Central African Republic,Non-binary,0,07-04-2024,
356,34,Kazakhstan,Female,1,26-04-2024,15-04-2025
357,46,Puerto Rico,Female,0,15-09-2023,
358,43,French Southern Territories,Male,0,03-12-2024,
359,25,Fiji,Non-binary,1,27-08-2024,13-05-2025
360,48,Holy See (Vatican City State),Male,1,03-11-2024,13-06-2025
361,58,Armenia,Female,1,25-12-2024,21-04-2025
362,61,Bhutan,Female,0,25-01-2024,
363,38,Kyrgyz Republic,Male,1,03-08-2024,24-03-2025
364,29,Romania,Non-binary,0,22-04-2024,
365,47,El Salvador,Male,0,11-11-2024,
366,36,Eritrea,Male,0,28-02-2024,
367,38,United Arab Emirates,Male,0,03-10-2023,
368,38,Sri Lanka,Female,0,07-04-2024,
369,58,Canada,Non-binary,0,29-01-2024,
370,18,Bangladesh,Non-binary,0,06-09-2024,
371,24,Algeria,Female,1,31-03-2024,05-04-2025
372,53,Philippines,Male,0,24-12-2023,
373,36,Kenya,Female,0,24-01-2024,
374,52,Slovakia (Slovak Republic),Male,0,29-12-2023,
375,61,Malta,Non-binary,0,08-04-2024,
376,18,Timor-Leste,Female,0,04-11-2024,
377,49,Cuba,Male,0,08-12-2024,
378,62,Saudi Arabia,Female,0,22-09-2023,
379,28,Faroe Islands,Non-binary,0,05-07-2024,
380,54,Norfolk Island,Non-binary,1,23-02-2024,05-05-2025
381,64,Suriname,Non-binary,0,20-10-2023,
382,60,Kazakhstan,Non-binary,0,08-11-2024,
383,48,Tanzania,Non-binary,0,26-11-2024,
384,28,Israel,Male,0,04-03-2024,
385,38,Timor-Leste,Male,0,15-12-2023,
386,37,Nauru,Female,0,17-03-2024,
387,45,Malaysia,Female,0,21-05-2024,
388,62,Denmark,Female,0,09-02-2024,
389,55,Ethiopia,Male,0,13-02-2025,
390,51,Seychelles,Non-binary,1,14-06-2024,07-07-2025
391,27,Cote d'Ivoire,Non-binary,0,18-09-2024,
392,52,Montenegro,Female,0,26-05-2024,
393,35,Heard Island and McDonald Islands,Female,0,15-03-2024,
394,38,China,Non-binary,1,20-10-2023,11-07-2025
395,57,United Arab Emirates,Female,0,30-08-2024,
396,40,Brunei Darussalam,Male,0,11-07-2024,
397,54,Reunion,Male,0,19-06-2024,
398,63,Afghanistan,Female,0,04-02-2024,
399,50,Myanmar,Male,0,22-06-2024,
400,65,Mauritania,Male,1,21-09-2024,08-04-2025
401,24,Sweden,Male,0,16-07-2024,
402,31,Uganda,Male,0,24-03-2024,
403,57,Falkland Islands (Malvinas),Female,1,25-08-2024,01-05-2025
404,41,Ireland,Male,0,12-02-2025,
405,29,Egypt,Non-binary,0,26-09-2024,
406,24,Gibraltar,Male,1,27-06-2024,03-07-2025
407,64,Greenland,Non-binary,0,25-08-2024,
408,47,Comoros,Female,1,08-07-2024,17-05-2025
409,54,San Marino,Female,1,09-06-2024,22-06-2025
410,58,Mexico,Female,1,25-02-2024,20-06-2025
411,65,Serbia,Male,0,17-07-2024,
412,23,Oman,Non-binary,0,06-10-2024,
413,33,Antigua and Barbuda,Non-binary,0,17-10-2023,
414,34,Guinea-Bissau,Male,0,17-12-2024,
415,49,Russian Federation,Non-binary,0,14-09-2023,
416,63,Malaysia,Female,0,11-11-2023,
417,35,Moldova,Male,0,03-01-2025,
418,37,United States Minor Outlying Islands,Male,0,30-04-2024,
419,31,Northern Mariana Islands,Non-binary,1,12-02-2024,05-06-2025
420,32,Russian Federation,Male,1,25-12-2023,25-03-2025
421,53,Iraq,Male,0,02-09-2024,
422,26,New Caledonia,Female,1,29-02-2024,15-06-2025
423,31,Western Sahara,Non-binary,0,28-12-2024,
424,56,Seychelles,Non-binary,0,17-10-2023,
425,52,Canada,Male,0,28-10-2024,
426,31,Swaziland,Non-binary,1,03-11-2024,16-07-2025
427,30,Bangladesh,Non-binary,0,08-07-2024,
428,32,Kyrgyz Republic,Male,0,23-09-2023,
429,28,Vietnam,Male,0,31-12-2024,
430,53,Israel,Female,1,08-09-2023,10-07-2025
431,34,Croatia,Male,0,28-01-2024,
432,19,Liberia,Female,0,14-06-2024,
433,37,Uzbekistan,Male,0,07-10-2023,
434,60,Vietnam,Female,1,15-01-2025,03-06-2025
435,22,Myanmar,Female,0,03-01-2024,
436,32,Moldova,Male,0,26-04-2024,
437,21,Guernsey,Male,0,18-03-2024,
438,65,Philippines,Female,1,11-10-2023,17-07-2025
439,50,Samoa,Male,0,10-08-2024,
440,,Belgium,Non-binary,0,22-11-2023,
441,56,Namibia,Female,0,19-11-2023,
442,32,Ecuador,Male,0,18-03-2024,
443,18,Russian Federation,Female,0,12-01-2024,
444,42,Mauritius,Male,0,17-02-2024,
445,39,New Zealand,Female,0,28-03-2024,
446,28,Samoa,Non-binary,0,14-06-2024,
447,62,Canada,Male,0,06-11-2024,
448,47,Brunei Darussalam,Non-binary,1,08-08-2024,30-04-2025
449,64,Antarctica (the territory South of 60 deg S),Female,0,28-03-2024,
450,45,Bolivia,Non-binary,0,16-10-2023,
451,22,Cuba,Non-binary,1,23-09-2024,23-03-2025
452,20,Comoros,Female,1,28-09-2024,16-05-2025
453,37,Bangladesh,Non-binary,0,23-11-2023,
454,46,Costa Rica,Non-binary,0,06-08-2024,
455,36,Rwanda,Female,1,26-09-2024,04-07-2025
456,33,Cape Verde,Non-binary,0,14-03-2024,
457,18,Faroe Islands,Female,0,18-11-2023,
458,41,Sao Tome and Principe,Male,0,06-01-2024,
459,33,Cook Islands,Non-binary,0,20-08-2024,
460,49,Bouvet Island (Bouvetoya),Female,0,18-11-2024,
461,44,Turkmenistan,Non-binary,0,21-10-2024,
462,34,Latvia,Non-binary,0,15-02-2025,
463,25,French Guiana,Female,1,09-05-2024,16-05-2025
464,63,United States Minor Outlying Islands,Male,0,08-12-2023,
465,44,Tunisia,Male,0,02-01-2024,
466,30,Norfolk Island,Female,0,23-05-2024,
467,37,Thailand,Female,0,16-11-2024,
468,54,Saint Lucia,Female,0,04-12-2023,
469,61,Heard Island and McDonald Islands,Male,1,02-02-2024,26-04-2025
470,61,Mongolia,Female,0,10-08-2024,
471,18,United States Minor Outlying Islands,Female,1,21-10-2023,28-05-2025
472,18,Heard Island and McDonald Islands,Female,1,05-05-2024,06-04-2025
473,29,French Polynesia,Male,0,04-11-2023,
474,35,Sao Tome and Principe,Non-binary,0,24-06-2024,
475,34,Reunion,Male,1,31-07-2024,26-06-2025
476,36,Albania,Female,0,27-12-2023,
477,56,Israel,Female,1,02-02-2025,18-06-2025
478,44,Gabon,Male,0,05-08-2024,
479,65,Australia,Female,0,07-10-2023,
480,41,United States Virgin Islands,Non-binary,1,23-11-2024,04-04-2025
481,42,Congo,Male,0,22-04-2024,
482,26,North Macedonia,Female,1,21-08-2023,04-07-2025
483,56,Bermuda,Male,0,18-04-2024,
484,26,Bhutan,Female,0,28-02-2024,
485,35,Ghana,Female,0,19-07-2024,
486,35,Kyrgyz Republic,Female,1,28-11-2023,08-07-2025
487,53,Samoa,Female,0,22-06-2024,
488,24,Liberia,Non-binary,0,16-11-2024,
489,35,Australia,Male,0,27-10-2023,
490,54,Lithuania,Non-binary,0,11-09-2023,
491,63,New Caledonia,Female,1,22-12-2023,15-04-2025
492,53,Luxembourg,Male,1,10-05-2024,06-04-2025
493,60,Malawi,Female,0,19-07-2024,
494,50,Heard Island and McDonald Islands,Female,1,06-11-2023,21-03-2025
495,,Guam,Male,0,13-11-2024,
496,26,Argentina,Non-binary,1,19-01-2025,13-07-2025
497,50,Colombia,Female,0,10-07-2024,
498,44,Lebanon,Male,1,02-11-2023,29-06-2025
499,40,Honduras,Non-binary,1,16-10-2024,31-03-2025
500,58,Lao People's Democratic Republic,Female,0,07-08-2024,
501,24,Benin,Male,0,27-10-2024,
502,40,Guernsey,Female,0,01-10-2023,
503,36,Cuba,Non-binary,0,31-05-2024,
504,63,Niger,Non-binary,0,03-02-2024,
505,63,Croatia,Male,0,25-04-2024,
506,40,Norfolk Island,Non-binary,0,07-05-2024,
507,49,Jordan,Non-binary,0,05-10-2024,
508,61,Isle of Man,Non-binary,1,19-06-2024,04-04-2025
509,36,Antigua and Barbuda,Female,0,01-10-2023,
510,30,Honduras,Non-binary,0,06-02-2025,
511,62,Micronesia,Non-binary,0,17-11-2023,
512,44,Northern Mariana Islands,Male,0,11-12-2024,
513,63,Monaco,Non-binary,1,17-02-2025,12-06-2025
514,25,Tokelau,Non-binary,0,08-09-2024,
515,26,Kenya,Male,1,23-12-2024,24-03-2025
516,18,Cote d'Ivoire,Non-binary,0,05-07-2024,
517,58,Kazakhstan,Non-binary,1,13-10-2023,25-03-2025
518,57,Ukraine,Non-binary,0,28-09-2024,
519,61,Thailand,Female,0,18-01-2025,
520,61,Hungary,Female,0,14-10-2023,
521,19,Vanuatu,Female,1,04-02-2024,03-06-2025
522,25,Hong Kong,Non-binary,0,13-06-2024,
523,62,Italy,Non-binary,1,01-11-2024,31-05-2025
524,43,United States Virgin Islands,Female,0,15-02-2025,
525,40,Marshall Islands,Female,0,31-07-2024,
526,54,Ireland,Male,1,22-03-2024,19-05-2025
527,38,Syrian Arab Republic,Non-binary,0,06-03-2024,
528,21,Djibouti,Male,0,05-04-2024,
529,63,Namibia,Non-binary,0,02-06-2024,
530,26,Barbados,Non-binary,0,12-06-2024,
531,31,Israel,Non-binary,1,08-05-2024,30-05-2025
